% 25176
% tac	manuf	model	aka
52012263	Ericsson	A1018s	A1018sc
52012271	Ericsson	A1018s	A1018sc
52012300	Ericsson	A1018s	A1018sc
52012319	Ericsson	A1018s	A1018sc
52012342	Ericsson	A1018s	A1018sc
52012351	Ericsson	A1018s	A1018sc
52012361	Ericsson	A1018s	A1018sc
52012362	Ericsson	A1018s	A1018sc
52012363	Ericsson	A1018s	A1018sc
52012371	Ericsson	A1018s	A1018sc
52012400	Ericsson	A1018s	A1018sc
52012419	Ericsson	A1018s	A1018sc
52012442	Ericsson	A1018s	A1018sc
52012451	Ericsson	A1018s	A1018sc
52012461	Ericsson	A1018s	A1018sc
52012462	Ericsson	A1018s	A1018sc
52012463	Ericsson	A1018s	A1018sc
52012471	Ericsson	A1018s	A1018sc
52012500	Ericsson	A1018s	A1018sc
52012519	Ericsson	A1018s	A1018sc
52012542	Ericsson	A1018s	A1018sc
52012551	Ericsson	A1018s	A1018sc
52012561	Ericsson	A1018s	A1018sc
52012562	Ericsson	A1018s	A1018sc
52012563	Ericsson	A1018s	A1018sc
52012571	Ericsson	A1018s	A1018sc
52012600	Ericsson	A1018s	A1018sc
52012619	Ericsson	A1018s	A1018sc
52012642	Ericsson	A1018s	A1018sc
52012651	Ericsson	A1018s	A1018sc
52012661	Ericsson	A1018s	A1018sc
52012662	Ericsson	A1018s	A1018sc
52012663	Ericsson	A1018s	A1018sc
52012671	Ericsson	A1018s	A1018sc
52012700	Ericsson	A1018s	A1018sc
52012719	Ericsson	A1018s	A1018sc
52012742	Ericsson	A1018s	A1018sc
52012751	Ericsson	A1018s	A1018sc
52012761	Ericsson	A1018s	A1018sc
52012762	Ericsson	A1018s	A1018sc
52012763	Ericsson	A1018s	A1018sc
52012771	Ericsson	A1018s	A1018sc
52012800	Ericsson	A1018s	A1018sc
52012819	Ericsson	A1018s	A1018sc
52012842	Ericsson	A1018s	A1018sc
52012851	Ericsson	A1018s	A1018sc
52012861	Ericsson	A1018s	A1018sc
52012862	Ericsson	A1018s	A1018sc
52012863	Ericsson	A1018s	A1018sc
52012871	Ericsson	A1018s	A1018sc
52012900	Ericsson	A1018s	A1018sc
52012919	Ericsson	A1018s	A1018sc
52012942	Ericsson	A1018s	A1018sc
52012951	Ericsson	A1018s	A1018sc
52012961	Ericsson	A1018s	A1018sc
52012962	Ericsson	A1018s	A1018sc
52012963	Ericsson	A1018s	A1018sc
52012971	Ericsson	A1018s	A1018sc
52013000	Ericsson	A1018s	A1018sc
52013019	Ericsson	A1018s	A1018sc
52013042	Ericsson	A1018s	A1018sc
52013051	Ericsson	A1018s	A1018sc
52013061	Ericsson	A1018s	A1018sc
52013062	Ericsson	A1018s	A1018sc
52013063	Ericsson	A1018s	A1018sc
52013071	Ericsson	A1018s	A1018sc
52013100	Ericsson	A1018s	A1018sc
52013119	Ericsson	A1018s	A1018sc
52013142	Ericsson	A1018s	A1018sc
52013151	Ericsson	A1018s	A1018sc
52013161	Ericsson	A1018s	A1018sc
52013162	Ericsson	A1018s	A1018sc
52013163	Ericsson	A1018s	A1018sc
52013171	Ericsson	A1018s	A1018sc
52013200	Ericsson	A1018s	A1018sc
52013219	Ericsson	A1018s	A1018sc
52013242	Ericsson	A1018s	A1018sc
52013251	Ericsson	A1018s	A1018sc
52013261	Ericsson	A1018s	A1018sc
52013262	Ericsson	A1018s	A1018sc
52013263	Ericsson	A1018s	A1018sc
52013271	Ericsson	A1018s	A1018sc
52013300	Ericsson	GM518	
52013400	Ericsson	GM518	
52013500	Ericsson	GM518	
52013600	Ericsson	GM518	
52013700	Ericsson	GM518	
52013800	Ericsson	A1028s	A1028sc
52013900	Ericsson	A1028s	A1028sc
52014000	Ericsson	A1028s	A1028sc
52014100	Ericsson	A1028s	A1028sc
52014200	Ericsson	T18s	T18sc,T28s
52014219	Ericsson	T18s	T18sc,T28s
52014242	Ericsson	T18s	T18sc,T28s
52014243	Ericsson	T18s	T18sc,T28s
52014251	Ericsson	T18s	T18sc,T28s
52014261	Ericsson	T18s	T18sc,T28s
52014262	Ericsson	T18s	T18sc,T28s
52014271	Ericsson	T18s	T18sc,T28s
52014300	Ericsson	T18s	T18sc,T28s
52014319	Ericsson	T18s	T18sc,T28s
52014342	Ericsson	T18s	T18sc,T28s
52014343	Ericsson	T18s	T18sc,T28s
52014351	Ericsson	T18s	T18sc,T28s
52014361	Ericsson	T18s	T18sc,T28s
52014362	Ericsson	T18s	T18sc,T28s
52014371	Ericsson	T18s	T18sc,T28s
52014400	Ericsson	T18s	T18sc,T28s
52014419	Ericsson	T18s	T18sc,T28s
52014442	Ericsson	T18s	T18sc,T28s
52014443	Ericsson	T18s	T18sc,T28s
52014451	Ericsson	T18s	T18sc,T28s
52014461	Ericsson	T18s	T18sc,T28s
52014462	Ericsson	T18s	T18sc,T28s
52014471	Ericsson	T18s	T18sc,T28s
52014500	Ericsson	T18s	T18sc,T28s
52014519	Ericsson	T18s	T18sc,T28s
52014542	Ericsson	T18s	T18sc,T28s
52014543	Ericsson	T18s	T18sc,T28s
52014551	Ericsson	T18s	T18sc,T28s
52014561	Ericsson	T18s	T18sc,T28s
52014562	Ericsson	T18s	T18sc,T28s
52014571	Ericsson	T18s	T18sc,T28s
52014600	Ericsson	T18s	T18sc,T28s
52014619	Ericsson	T18s	T18sc,T28s
52014642	Ericsson	T18s	T18sc,T28s
52014643	Ericsson	T18s	T18sc,T28s
52014651	Ericsson	T18s	T18sc,T28s
52014661	Ericsson	T18s	T18sc,T28s
52014662	Ericsson	T18s	T18sc,T28s
52014671	Ericsson	T18s	T18sc,T28s
52014700	Ericsson	T18s	T18sc,T28s
52014719	Ericsson	T18s	T18sc,T28s
52014742	Ericsson	T18s	T18sc,T28s
52014743	Ericsson	T18s	T18sc,T28s
52014751	Ericsson	T18s	T18sc,T28s
52014761	Ericsson	T18s	T18sc,T28s
52014762	Ericsson	T18s	T18sc,T28s
52014771	Ericsson	T18s	T18sc,T28s
52014800	Ericsson	T18s	T18sc,T28s
52014819	Ericsson	T18s	T18sc,T28s
52014842	Ericsson	T18s	T18sc,T28s
52014843	Ericsson	T18s	T18sc,T28s
52014851	Ericsson	T18s	T18sc,T28s
52014861	Ericsson	T18s	T18sc,T28s
52014862	Ericsson	T18s	T18sc,T28s
52014871	Ericsson	T18s	T18sc,T28s
52014900	Ericsson	T18s	T18sc,T28s
52014919	Ericsson	T18s	T18sc,T28s
52014942	Ericsson	T18s	T18sc,T28s
52014943	Ericsson	T18s	T18sc,T28s
52014951	Ericsson	T18s	T18sc,T28s
52014961	Ericsson	T18s	T18sc,T28s
52014962	Ericsson	T18s	T18sc,T28s
52014971	Ericsson	T18s	T18sc,T28s
52015000	Ericsson	T18s	T18sc,T28s
52015019	Ericsson	T18s	T18sc,T28s
52015042	Ericsson	T18s	T18sc,T28s
52015043	Ericsson	T18s	T18sc,T28s
52015051	Ericsson	T18s	T18sc,T28s
52015061	Ericsson	T18s	T18sc,T28s
52015062	Ericsson	T18s	T18sc,T28s
52015071	Ericsson	T18s	T18sc,T28s
52015100	Ericsson	T18s	T18sc,T28s
52015119	Ericsson	T18s	T18sc,T28s
52015142	Ericsson	T18s	T18sc,T28s
52015143	Ericsson	T18s	T18sc,T28s
52015151	Ericsson	T18s	T18sc,T28s
52015161	Ericsson	T18s	T18sc,T28s
52015162	Ericsson	T18s	T18sc,T28s
52015171	Ericsson	T18s	T18sc,T28s
52015200	Ericsson	T18s	T18sc,T28s
52015219	Ericsson	T18s	T18sc,T28s
52015242	Ericsson	T18s	T18sc,T28s
52015243	Ericsson	T18s	T18sc,T28s
52015251	Ericsson	T18s	T18sc,T28s
52015261	Ericsson	T18s	T18sc,T28s
52015262	Ericsson	T18s	T18sc,T28s
52015263	Ericsson	T18s	T18sc,T28s
52015271	Ericsson	T18s	T18sc,T28s
52015300	Ericsson	T18s	T18sc,T28s
52015319	Ericsson	T18s	T18sc,T28s
52015342	Ericsson	T18s	T18sc,T28s
52015343	Ericsson	T18s	T18sc,T28s
52015351	Ericsson	T18s	T18sc,T28s
52015361	Ericsson	T18s	T18sc,T28s
52015362	Ericsson	T18s	T18sc,T28s
52015363	Ericsson	T18s	T18sc,T28s
52015371	Ericsson	T18s	T18sc,T28s
52015400	Ericsson	T18s	T18sc,T28s
52015419	Ericsson	T18s	T18sc,T28s
52015442	Ericsson	T18s	T18sc,T28s
52015443	Ericsson	T18s	T18sc,T28s
52015451	Ericsson	T18s	T18sc,T28s
52015461	Ericsson	T18s	T18sc,T28s
52015462	Ericsson	T18s	T18sc,T28s
52015463	Ericsson	T18s	T18sc,T28s
52015471	Ericsson	T18s	T18sc,T28s
52015500	Ericsson	T18s	T18sc,T28s
52015519	Ericsson	T18s	T18sc,T28s
52015542	Ericsson	T18s	T18sc,T28s
52015543	Ericsson	T18s	T18sc,T28s
52015551	Ericsson	T18s	T18sc,T28s
52015561	Ericsson	T18s	T18sc,T28s
52015562	Ericsson	T18s	T18sc,T28s
52015563	Ericsson	T18s	T18sc,T28s
52015571	Ericsson	T18s	T18sc,T28s
52015600	Ericsson	T18s	T18sc,T28s
52015619	Ericsson	T18s	T18sc,T28s
52015642	Ericsson	T18s	T18sc,T28s
52015643	Ericsson	T18s	T18sc,T28s
52015651	Ericsson	T18s	T18sc,T28s
52015661	Ericsson	T18s	T18sc,T28s
52015662	Ericsson	T18s	T18sc,T28s
52015663	Ericsson	T18s	T18sc,T28s
52015671	Ericsson	T18s	T18sc,T28s
52015700	Ericsson	T18s	T18sc,T28s
52015719	Ericsson	T18s	T18sc,T28s
52015742	Ericsson	T18s	T18sc,T28s
52015743	Ericsson	T18s	T18sc,T28s
52015751	Ericsson	T18s	T18sc,T28s
52015761	Ericsson	T18s	T18sc,T28s
52015762	Ericsson	T18s	T18sc,T28s
52015763	Ericsson	T18s	T18sc,T28s
52015771	Ericsson	T18s	T18sc,T28s
52015800	Ericsson	T18s	T18sc,T28s
52015819	Ericsson	T18s	T18sc,T28s
52015842	Ericsson	T18s	T18sc,T28s
52015843	Ericsson	T18s	T18sc,T28s
52015851	Ericsson	T18s	T18sc,T28s
52015861	Ericsson	T18s	T18sc,T28s
52015862	Ericsson	T18s	T18sc,T28s
52015863	Ericsson	T18s	T18sc,T28s
52015871	Ericsson	T18s	T18sc,T28s
52015900	Ericsson	T18s	T18sc,T28s
52015919	Ericsson	T18s	T18sc,T28s
52015942	Ericsson	T18s	T18sc,T28s
52015943	Ericsson	T18s	T18sc,T28s
52015951	Ericsson	T18s	T18sc,T28s
52015961	Ericsson	T18s	T18sc,T28s
52015962	Ericsson	T18s	T18sc,T28s
52015963	Ericsson	T18s	T18sc,T28s
52015971	Ericsson	T18s	T18sc,T28s
52016000	Ericsson	T18s	T18sc,T28s
52016019	Ericsson	T18s	T18sc,T28s
52016042	Ericsson	T18s	T18sc,T28s
52016043	Ericsson	T18s	T18sc,T28s
52016051	Ericsson	T18s	T18sc,T28s
52016061	Ericsson	T18s	T18sc,T28s
52016062	Ericsson	T18s	T18sc,T28s
52016063	Ericsson	T18s	T18sc,T28s
52016071	Ericsson	T18s	T18sc,T28s
52016100	Ericsson	T18s	T18sc,T28s
52016119	Ericsson	T18s	T18sc,T28s
52016142	Ericsson	T18s	T18sc,T28s
52016143	Ericsson	T18s	T18sc,T28s
52016151	Ericsson	T18s	T18sc,T28s
52016161	Ericsson	T18s	T18sc,T28s
52016162	Ericsson	T18s	T18sc,T28s
52016163	Ericsson	T18s	T18sc,T28s
52016171	Ericsson	T18s	T18sc,T28s
52016200	Ericsson	T10s	T10sc
52016219	Ericsson	T10s	T10sc
52016242	Ericsson	T10s	T10sc
52016243	Ericsson	T10s	T10sc
52016251	Ericsson	T10s	T10sc
52016261	Ericsson	T10s	T10sc
52016262	Ericsson	T10s	T10sc
52016271	Ericsson	T10s	T10sc
52016300	Ericsson	T10s	T10sc
52016319	Ericsson	T10s	T10sc
52016342	Ericsson	T10s	T10sc
52016343	Ericsson	T10s	T10sc
52016351	Ericsson	T10s	T10sc
52016361	Ericsson	T10s	T10sc
52016362	Ericsson	T10s	T10sc
52016371	Ericsson	T10s	T10sc
52016400	Ericsson	T10s	T10sc
52016419	Ericsson	T10s	T10sc
52016441	Ericsson	T10s	T10sc
52016442	Ericsson	T10s	T10sc
52016443	Ericsson	T10s	T10sc
52016451	Ericsson	T10s	T10sc
52016461	Ericsson	T10s	T10sc
52016462	Ericsson	T10s	T10sc
52016471	Ericsson	T10s	T10sc
52016500	Ericsson	T10s	T10sc
52016519	Ericsson	T10s	T10sc
52016542	Ericsson	T10s	T10sc
52016543	Ericsson	T10s	T10sc
52016551	Ericsson	T10s	T10sc
52016561	Ericsson	T10s	T10sc
52016562	Ericsson	T10s	T10sc
52016571	Ericsson	T10s	T10sc
52016600	Ericsson	T10s	T10sc
52016619	Ericsson	T10s	T10sc
52016642	Ericsson	T10s	T10sc
52016643	Ericsson	T10s	T10sc
52016651	Ericsson	T10s	T10sc
52016661	Ericsson	T10s	T10sc
52016662	Ericsson	T10s	T10sc
52016671	Ericsson	T10s	T10sc
52016700	Ericsson	T10s	T10sc
52016719	Ericsson	T10s	T10sc
52016742	Ericsson	T10s	T10sc
52016743	Ericsson	T10s	T10sc
52016751	Ericsson	T10s	T10sc
52016761	Ericsson	T10s	T10sc
52016762	Ericsson	T10s	T10sc
52016771	Ericsson	T10s	T10sc
52016800	Ericsson	T10s	T10sc
52016819	Ericsson	T10s	T10sc
52016842	Ericsson	T10s	T10sc
52016843	Ericsson	T10s	T10sc
52016851	Ericsson	T10s	T10sc
52016861	Ericsson	T10s	T10sc
52016862	Ericsson	T10s	T10sc
52016871	Ericsson	T10s	T10sc
52016900	Ericsson	T10s	T10sc
52016919	Ericsson	T10s	T10sc
52016942	Ericsson	T10s	T10sc
52016943	Ericsson	T10s	T10sc
52016951	Ericsson	T10s	T10sc
52016961	Ericsson	T10s	T10sc
52016962	Ericsson	T10s	T10sc
52016971	Ericsson	T10s	T10sc
52017000	Ericsson	T10s	T10sc
52017019	Ericsson	T10s	T10sc
52017042	Ericsson	T10s	T10sc
52017043	Ericsson	T10s	T10sc
52017051	Ericsson	T10s	T10sc
52017061	Ericsson	T10s	T10sc
52017062	Ericsson	T10s	T10sc
52017071	Ericsson	T10s	T10sc
52017100	Ericsson	T10s	T10sc
52017119	Ericsson	T10s	T10sc
52017142	Ericsson	T10s	T10sc
52017143	Ericsson	T10s	T10sc
52017151	Ericsson	T10s	T10sc
52017161	Ericsson	T10s	T10sc
52017162	Ericsson	T10s	T10sc
52017171	Ericsson	T10s	T10sc
52017200	Ericsson	T10s	T10sc
52017219	Ericsson	T10s	T10sc
52017242	Ericsson	T10s	T10sc
52017251	Ericsson	T10s	T10sc
52017261	Ericsson	T10s	T10sc
52017262	Ericsson	T10s	T10sc
52017271	Ericsson	T10s	T10sc
52017300	Ericsson	T10s	T10sc
52017319	Ericsson	T10s	T10sc
52017342	Ericsson	T10s	T10sc
52017351	Ericsson	T10s	T10sc
52017361	Ericsson	T10s	T10sc
52017362	Ericsson	T10s	T10sc
52017371	Ericsson	T10s	T10sc
52017400	Ericsson	T10s	T10sc
52017419	Ericsson	T10s	T10sc
52017442	Ericsson	T10s	T10sc
52017451	Ericsson	T10s	T10sc
52017461	Ericsson	T10s	T10sc
52017462	Ericsson	T10s	T10sc
52017471	Ericsson	T10s	T10sc
52017500	Ericsson	T10s	T10sc
52017519	Ericsson	T10s	T10sc
52017542	Ericsson	T10s	T10sc
52017551	Ericsson	T10s	T10sc
52017561	Ericsson	T10s	T10sc
52017562	Ericsson	T10s	T10sc
52017571	Ericsson	T10s	T10sc
52017600	Ericsson	T10s	T10sc
52017619	Ericsson	T10s	T10sc
52017642	Ericsson	T10s	T10sc
52017651	Ericsson	T10s	T10sc
52017661	Ericsson	T10s	T10sc
52017662	Ericsson	T10s	T10sc
52017671	Ericsson	T10s	T10sc
52017700	Ericsson	T10s	T10sc
52017719	Ericsson	T10s	T10sc
52017742	Ericsson	T10s	T10sc
52017751	Ericsson	T10s	T10sc
52017761	Ericsson	T10s	T10sc
52017762	Ericsson	T10s	T10sc
52017771	Ericsson	T10s	T10sc
52017800	Ericsson	T10s	T10sc
52017819	Ericsson	T10s	T10sc
52017842	Ericsson	T10s	T10sc
52017851	Ericsson	T10s	T10sc
52017861	Ericsson	T10s	T10sc
52017862	Ericsson	T10s	T10sc
52017871	Ericsson	T10s	T10sc
52017900	Ericsson	T10s	T10sc
52017919	Ericsson	T10s	T10sc
52017942	Ericsson	T10s	T10sc
52017951	Ericsson	T10s	T10sc
52017961	Ericsson	T10s	T10sc
52017962	Ericsson	T10s	T10sc
52017971	Ericsson	T10s	T10sc
52018000	Ericsson	T10s	T10sc
52018019	Ericsson	T10s	T10sc
52018042	Ericsson	T10s	T10sc
52018051	Ericsson	T10s	T10sc
52018061	Ericsson	T10s	T10sc
52018062	Ericsson	T10s	T10sc
52018071	Ericsson	T10s	T10sc
52018100	Ericsson	T10s	T10sc
52018119	Ericsson	T10s	T10sc
52018142	Ericsson	T10s	T10sc
52018151	Ericsson	T10s	T10sc
52018161	Ericsson	T10s	T10sc
52018162	Ericsson	T10s	T10sc
52018171	Ericsson	T10s	T10sc
52018200	Ericsson	T28s	T28sc
52018219	Ericsson	T28s	T28sc
52018242	Ericsson	T28s	T28sc
52018245	Ericsson	T28s	T28sc
52018251	Ericsson	T28s	T28sc
52018261	Ericsson	T28s	T28sc
52018262	Ericsson	T28s	T28sc
52018271	Ericsson	T28s	T28sc
52018300	Ericsson	T28s	T28sc
52018319	Ericsson	T28s	T28sc
52018342	Ericsson	T28s	T28sc
52018345	Ericsson	T28s	T28sc
52018351	Ericsson	T28s	T28sc
52018361	Ericsson	T28s	T28sc
52018362	Ericsson	T28s	T28sc
52018371	Ericsson	T28s	T28sc
52018400	Ericsson	T28s	T28sc
52018419	Ericsson	T28s	T28sc
52018442	Ericsson	T28s	T28sc
52018445	Ericsson	T28s	T28sc
52018451	Ericsson	T28s	T28sc
52018461	Ericsson	T28s	T28sc
52018462	Ericsson	T28s	T28sc
52018471	Ericsson	T28s	T28sc
52018500	Ericsson	T28s	T28sc
52018519	Ericsson	T28s	T28sc
52018542	Ericsson	T28s	T28sc
52018545	Ericsson	T28s	T28sc
52018551	Ericsson	T28s	T28sc
52018561	Ericsson	T28s	T28sc
52018562	Ericsson	T28s	T28sc
52018571	Ericsson	T28s	T28sc
52018600	Ericsson	T28s	T28sc
52018619	Ericsson	T28s	T28sc
52018642	Ericsson	T28s	T28sc
52018645	Ericsson	T28s	T28sc
52018651	Ericsson	T28s	T28sc
52018661	Ericsson	T28s	T28sc
52018662	Ericsson	T28s	T28sc
52018671	Ericsson	T28s	T28sc
52018700	Ericsson	T28s	T28sc
52018719	Ericsson	T28s	T28sc
52018742	Ericsson	T28s	T28sc
52018745	Ericsson	T28s	T28sc
52018751	Ericsson	T28s	T28sc
52018761	Ericsson	T28s	T28sc
52018762	Ericsson	T28s	T28sc
52018771	Ericsson	T28s	T28sc
52018800	Ericsson	T28s	T28sc
52018819	Ericsson	T28s	T28sc
52018842	Ericsson	T28s	T28sc
52018845	Ericsson	T28s	T28sc
52018851	Ericsson	T28s	T28sc
52018861	Ericsson	T28s	T28sc
52018862	Ericsson	T28s	T28sc
52018871	Ericsson	T28s	T28sc
52018900	Ericsson	T28s	T28sc
52018919	Ericsson	T28s	T28sc
52018942	Ericsson	T28s	T28sc
52018945	Ericsson	T28s	T28sc
52018951	Ericsson	T28s	T28sc
52018961	Ericsson	T28s	T28sc
52018962	Ericsson	T28s	T28sc
52018971	Ericsson	T28s	T28sc
52019000	Ericsson	T28s	T28sc
52019019	Ericsson	T28s	T28sc
52019042	Ericsson	T28s	T28sc
52019045	Ericsson	T28s	T28sc
52019051	Ericsson	T28s	T28sc
52019061	Ericsson	T28s	T28sc
52019062	Ericsson	T28s	T28sc
52019071	Ericsson	T28s	T28sc
52019100	Ericsson	T28s	T28sc
52019119	Ericsson	T28s	T28sc
52019142	Ericsson	T28s	T28sc
52019145	Ericsson	T28s	T28sc
52019151	Ericsson	T28s	T28sc
52019161	Ericsson	T28s	T28sc
52019162	Ericsson	T28s	T28sc
52019171	Ericsson	T28s	T28sc
52019200	Ericsson	T28s	T28sc
52019219	Ericsson	T28s	T28sc
52019242	Ericsson	T28s	T28sc
52019245	Ericsson	T28s	T28sc
52019251	Ericsson	T28s	T28sc
52019261	Ericsson	T28s	T28sc
52019262	Ericsson	T28s	T28sc
52019271	Ericsson	T28s	T28sc
52019300	Ericsson	T28s	T28sc
52019319	Ericsson	T28s	T28sc
52019342	Ericsson	T28s	T28sc
52019345	Ericsson	T28s	T28sc
52019351	Ericsson	T28s	T28sc
52019361	Ericsson	T28s	T28sc
52019362	Ericsson	T28s	T28sc
52019371	Ericsson	T28s	T28sc
52019400	Ericsson	T28s	T28sc
52019419	Ericsson	T28s	T28sc
52019442	Ericsson	T28s	T28sc
52019445	Ericsson	T28s	T28sc
52019451	Ericsson	T28s	T28sc
52019461	Ericsson	T28s	T28sc
52019462	Ericsson	T28s	T28sc
52019471	Ericsson	T28s	T28sc
52019500	Ericsson	T28s	T28sc
52019519	Ericsson	T28s	T28sc
52019542	Ericsson	T28s	T28sc
52019545	Ericsson	T28s	T28sc
52019551	Ericsson	T28s	T28sc
52019561	Ericsson	T28s	T28sc
52019562	Ericsson	T28s	T28sc
52019571	Ericsson	T28s	T28sc
52019600	Ericsson	T28s	T28sc
52019619	Ericsson	T28s	T28sc
52019642	Ericsson	T28s	T28sc
52019645	Ericsson	T28s	T28sc
52019651	Ericsson	T28s	T28sc
52019661	Ericsson	T28s	T28sc
52019662	Ericsson	T28s	T28sc
52019671	Ericsson	T28s	T28sc
52019700	Ericsson	T28s	T28sc
52019719	Ericsson	T28s	T28sc
52019742	Ericsson	T28s	T28sc
52019745	Ericsson	T28s	T28sc
52019751	Ericsson	T28s	T28sc
52019761	Ericsson	T28s	T28sc
52019762	Ericsson	T28s	T28sc
52019771	Ericsson	T28s	T28sc
52019800	Ericsson	T28s	T28sc
52019819	Ericsson	T28s	T28sc
52019842	Ericsson	T28s	T28sc
52019845	Ericsson	T28s	T28sc
52019851	Ericsson	T28s	T28sc
52019861	Ericsson	T28s	T28sc
52019862	Ericsson	T28s	T28sc
52019871	Ericsson	T28s	T28sc
52019900	Ericsson	T28s	T28sc
52019919	Ericsson	T28s	T28sc
52019942	Ericsson	T28s	T28sc
52019945	Ericsson	T28s	T28sc
52019951	Ericsson	T28s	T28sc
52019961	Ericsson	T28s	T28sc
52019962	Ericsson	T28s	T28sc
52019971	Ericsson	T28s	T28sc
52020000	Ericsson	T28s	T28sc
52020019	Ericsson	T28s	T28sc
52020042	Ericsson	T28s	T28sc
52020045	Ericsson	T28s	T28sc
52020051	Ericsson	T28s	T28sc
52020061	Ericsson	T28s	T28sc
52020062	Ericsson	T28s	T28sc
52020071	Ericsson	T28s	T28sc
52020100	Ericsson	T28s	T28sc
52020119	Ericsson	T28s	T28sc
52020142	Ericsson	T28s	T28sc
52020145	Ericsson	T28s	T28sc
52020151	Ericsson	T28s	T28sc
52020161	Ericsson	T28s	T28sc
52020162	Ericsson	T28s	T28sc
52020171	Ericsson	T28s	T28sc
52020200	Ericsson	R310s	R310sc
52020300	Ericsson	R310s	R310sc
52020361	Ericsson	R310s	R310sc
52020400	Ericsson	R310s	R310sc
52020500	Ericsson	R310s	R310sc
52020600	Ericsson	R310s	R310sc
52020700	Ericsson	R310s	R310sc
52020800	Ericsson	R310s	R310sc
52020900	Ericsson	R310s	R310sc
52021000	Ericsson	R310s	R310sc
52021100	Ericsson	R310s	R310sc
52021200	Ericsson	R310s	R310sc
52021300	Ericsson	R310s	R310sc
52021400	Ericsson	R310s	R310sc
52021500	Ericsson	R310s	R310sc
52021600	Ericsson	R310s	R310sc
52021700	Ericsson	R310s	R310sc
52021800	Ericsson	R310s	R310sc
52021900	Ericsson	R310s	R310sc
52022000	Ericsson	R310s	R310sc
52022100	Ericsson	R310s	R310sc
52022200	Ericsson	1101103-BV	
52022300	Ericsson	1101103-BV	
52022400	Ericsson	1101103-BV	
52022500	Ericsson	1101103-BV	
52022600	Ericsson	1101103-BV	
52022700	Ericsson	R320s	R320sc,R320titan
52022800	Ericsson	R320s	R320sc,R320titan
52022900	Ericsson	R320s	R320sc,R320titan
52023000	Ericsson	R320s	R320sc,R320titan
52023100	Ericsson	R320s	R320sc,R320titan
52023200	Ericsson	R320s	R320sc,R320titan
52023300	Ericsson	R320s	R320sc,R320titan
52023400	Ericsson	R320s	R320sc,R320titan
52023500	Ericsson	R320s	R320sc,R320titan
52023600	Ericsson	R320s	R320sc,R320titan
52023700	Ericsson	R320s	R320sc,R320titan
52023800	Ericsson	R320s	R320sc,R320titan
52023900	Ericsson	R320s	R320sc,R320titan
52024000	Ericsson	R320s	R320sc,R320titan
52024100	Ericsson	R320s	R320sc,R320titan
52024200	Ericsson	R320s	R320sc,R320titan
52024300	Ericsson	R320s	R320sc,R320titan
52024400	Ericsson	R320s	R320sc,R320titan
52024500	Ericsson	R320s	R320sc,R320titan
52024600	Ericsson	R320s	R320sc,R320titan
52024700	Option	Handspring VisorPhone	
52024725	Option	International VisorPhone	
52024800	Ericsson	T28 World	
52024819	Ericsson	T28s	T28sc
52024842	Ericsson	T28s	T28sc
52024843	Ericsson	T28s	T28sc
52024845	Ericsson	T28s	T28sc
52024851	Ericsson	T28s	T28sc
52024861	Ericsson	T28s	T28sc
52024862	Ericsson	T28s	T28sc
52024871	Ericsson	T28s	T28sc
52024900	Ericsson	R380s	sc
52024945	Ericsson	R380s	sc
52024961	Ericsson	R380s	sc
52024963	Ericsson	R380s	sc
52024969	Ericsson	R380s	sc
52025000	Ericsson	R380s	sc
52025045	Ericsson	R380s	sc
52025061	Ericsson	R380s	sc
52025063	Ericsson	R380s	sc
52025069	Ericsson	R380s	sc
52025200	Acer	P80	
52025300	Ericsson	A2618	A2618s,A2618sc
52025319	Ericsson	A2618	A2618s,A2618sc
52025342	Ericsson	A2618	A2618s,A2618sc
52025343	Ericsson	A2618	A2618s,A2618sc
52025345	Ericsson	A2618	A2618s,A2618sc
52025351	Ericsson	A2618	A2618s,A2618sc
52025361	Ericsson	A2618	A2618s,A2618sc
52025362	Ericsson	A2618	A2618s,A2618sc
52025363	Ericsson	A2618	A2618s,A2618sc
52025371	Ericsson	A2618	A2618s,A2618sc
52025400	Samsung	SGH-A110	
52025499	Samsung	SGH-A110	
52025500	Samsung	SGH-A188	
52025599	Samsung	SGH-A188	
52025600	Telecom Equipment Factory	C2020	
52025700	Ericsson	T20s	T20sc
52025719	Ericsson	T20s	T20sc
52025742	Ericsson	T20s	T20sc
52025744	Ericsson	T20s	T20sc
52025745	Ericsson	T20s	T20sc
52025751	Ericsson	T20s	T20sc
52025761	Ericsson	T20s	T20sc
52025762	Ericsson	T20s	T20sc
52025763	Ericsson	T20s	T20sc
52025771	Ericsson	T20s	T20sc
52025800	MobiCom	Qogir V5	
52025900	Ericsson	T20s	T20sc
52025919	Ericsson	T20s	T20sc
52025942	Ericsson	T20s	T20sc
52025944	Ericsson	T20s	T20sc
52025945	Ericsson	T20s	T20sc
52025951	Ericsson	T20s	T20sc
52025961	Ericsson	T20s	T20sc
52025962	Ericsson	T20s	T20sc
52025963	Ericsson	T20s	T20sc
52025971	Ericsson	T20s	T20sc
52026000	Samsung	SGH-M110	
52026100	Samsung	SGH-M188	
52026300	Konka	3228	
52026400	Ericsson	GM618	
52026500	Ericsson	R320s	R320sc,R320titan
52026700	DBTel	DB2009	DB2009 a,DB2009 b,DB2009 c
52026800	GVC	A728	
52026900	LG	LG-200	
52026901	LG	LG-200	
52027000	GVC	DNET 168	
52027100	GVC	DNET 688	
